,TRDAR_SE_C,TRDAR_SE_1,TRDAR_CD,TRDAR_CD_N,XCNTS_VALU,YDNTS_VALU,SIGNGU_CD,ADSTRD_CD,STDR_YM_CD
387,A,골목상권,1000899,논현로159길,202119,447017,11680,11680510,201810
388,A,골목상권,1000900,논현로26길,204011,442560,11680,11680656,201810
389,A,골목상권,1000901,논현로28길,203916,442721,11680,11680656,201810
390,A,골목상권,1000902,논현로63길,203273,443652,11680,11680640,201810
391,A,골목상권,1000903,논현로8길,204590,441617,11680,11680690,201810
392,A,골목상권,1000578,공항대로59다길,188444,450128,11500,11500510,201810
393,A,골목상권,1000579,공항대로61길,188182,450289,11500,11500510,201810
394,A,골목상권,1000967,강동대로53길,211667,447220,11740,11740660,201810
395,A,골목상권,1000194,이문로42길,205707,455687,11230,11230750,201810
396,A,골목상권,1000256,용마산로100길,208781,454568,11260,11260660,201810
397,A,골목상권,1000257,용마산로112길,209228,455519,11260,11260655,201810
398,A,골목상권,1000258,용마산로118길,209222,455721,11260,11260655,201810
399,A,골목상권,1000228,동일로100길,207344,454491,11260,11260520,201810
400,A,골목상권,1000306,창경궁로43길,200322,454364,11290,11290525,201810
401,A,골목상권,1000460,대흥로28길,195318,450623,11440,11440610,201810
402,A,골목상권,1000010,성균관로5길,199722,453848,11110,11110650,201810
403,A,골목상권,1000011,숭인동길,201961,453039,11110,11110710,201810
404,A,골목상권,1000012,옥인길,197039,453461,11110,11110515,201810
405,A,골목상권,1000013,율곡로10길,199216,452946,11110,11110615,201810
406,A,골목상권,1000014,율곡로16길,200357,452831,11110,11110630,201810
407,A,골목상권,1000015,이화장길,200428,453145,11110,11110640,201810
408,A,골목상권,1000044,퇴계로12길,198418,450776,11140,11140540,201810
409,A,골목상권,1000045,퇴계로18길,198667,450814,11140,11140550,201810
410,A,골목상권,1000046,퇴계로46길,200079,451299,11140,11140580,201810
411,A,골목상권,1000145,뚝섬로24길,205553,448382,11215,11215847,201810
412,A,골목상권,1000538,오목로3길,185695,447169,11470,11470590,201810
413,A,골목상권,1000539,오목로5길,185912,447186,11470,11470590,201810
414,A,골목상권,1000540,은행정로5길,187461,446866,11470,11470620,201810
415,A,골목상권,1000532,신목로5길,188737,446563,11470,11470630,201810
416,A,골목상권,1000760,상도로61길,196199,443891,11590,11590530,201810
417,A,골목상권,1000761,상도로62길,195809,444085,11590,11590530,201810
418,A,골목상권,1000411,연서로5길,192443,456074,11380,11380625,201810
419,A,골목상권,1000412,은평로10길,193310,455578,11380,11380580,201810
420,A,골목상권,1000413,은평로13길,193322,455878,11380,11380510,201810
421,A,골목상권,1000759,상도로47길,195721,444847,11590,11590530,201810
422,A,골목상권,1000359,도봉로109길,202775,460808,11320,11320680,201810
423,A,골목상권,1000360,도봉로114길,203205,460886,11320,11320511,201810
424,A,골목상권,1000874,서초대로8길,199031,442720,11650,11650610,201810
425,A,골목상권,1000875,신반포로45길,201466,445871,11650,11650540,201810
426,A,골목상권,1000876,언남길,203777,441622,11650,11650652,201810
427,A,골목상권,1000877,주흥15길,201637,445483,11650,11650560,201810
428,A,골목상권,1000878,주흥길,201748,445177,11650,11650560,201810
429,A,골목상권,1000631,구로동로7길,189677,443002,11530,11530595,201810
430,A,골목상권,1000663,독산로64길,191548,440685,11545,11545620,201810
431,A,골목상권,1000664,독산로70길,191438,440887,11545,11545640,201810
432,A,골목상권,1000535,신월로20길,186311,446580,11470,11470610,201810
433,A,골목상권,1000536,오목로23길,186869,447426,11470,11470650,201810
434,A,골목상권,1000537,오목로30길,187070,447081,11470,11470650,201810
435,A,골목상권,1000348,한천로130길,202832,459987,11305,11305590,201810
436,A,골목상권,1000349,한천로132길,202621,460125,11305,11305590,201810
437,A,골목상권,1000317,노해로33길,201952,460796,11305,11305620,201810
438,A,골목상권,1000338,솔샘로65길,202358,457899,11305,11305555,201810
439,A,골목상권,1000339,수유로12길,201881,459252,11305,11305610,201810
440,A,골목상권,1000340,오패산로30길,203070,457229,11305,11305545,201810
441,A,골목상권,1000330,삼양로27길,201601,457698,11305,11305575,201810
442,A,골목상권,1000331,삼양로41길,201573,458013,11305,11305534,201810
443,A,골목상권,1000756,사당로8길,197149,442606,11590,11590651,201810
444,A,골목상권,1000636,구로중앙로42길,189213,445587,11530,11530510,201810
445,A,골목상권,1000637,구로중앙로7길,190357,443470,11530,11530550,201810
446,A,골목상권,1000638,구로중앙로8길,190511,443708,11530,11530550,201810
447,A,골목상권,1000639,남부순환로97길,187451,443865,11530,11530750,201810
448,A,골목상권,1000738,대방동2길,193616,444628,11590,11590660,201810
449,A,골목상권,1000754,사당로2차길,197055,443018,11590,11590651,201810
450,A,골목상권,1000755,사당로30길,198301,442455,11590,11590620,201810
451,A,골목상권,1000632,구로동로8길,189980,443142,11530,11530550,201810
452,A,골목상권,1000733,국사봉1길,193988,444333,11590,11590550,201810
453,A,골목상권,1000342,오패산로67길,202277,459551,11305,11305590,201810
454,A,골목상권,1000343,인수봉로56길,201323,459612,11305,11305660,201810
455,A,골목상권,1000344,인수봉로72길,201136,460373,11305,11305660,201810
456,A,골목상권,1000345,인수봉로79길,200764,460432,11305,11305660,201810
457,A,골목상권,1000350,한천로139가길,202091,460136,11305,11305630,201810
458,A,골목상권,1000351,한천로140길,202512,460286,11305,11305630,201810
459,A,골목상권,1000318,덕릉로40길,202801,459403,11305,11305600,201810
460,A,골목상권,1000319,덕릉로41길,202575,459757,11305,11305590,201810
461,A,골목상권,1000320,도봉로13길,202365,457294,11305,11305555,201810
462,A,골목상권,1000307,한천로101가길,204334,457784,11290,11290760,201810
463,A,골목상권,1000308,한천로76길,205753,456899,11290,11290810,201810
464,A,골목상권,1000332,삼양로54길,201968,458188,11305,11305555,201810
465,A,골목상권,1000333,삼양로77길,201336,458806,11305,11305610,201810
466,A,골목상권,1000398,역말로9길,193079,457048,11380,11380570,201810
467,A,골목상권,1000387,한글비석로24길,206357,462584,11350,11350670,201810
468,A,골목상권,1000388,한글비석로44길,206180,462789,11350,11350670,201810
469,A,골목상권,1000281,삼양로8길,202192,456446,11290,11290685,201810
470,A,골목상권,1000282,성북로8길,200504,454631,11290,11290525,201810
471,A,골목상권,1000189,서울시립대로4길,204299,452696,11230,11230560,201810
472,A,골목상권,1000190,약령시로17길,203754,453939,11230,11230545,201810
473,A,골목상권,1000191,왕산로32길,203694,452970,11230,11230536,201810
474,A,골목상권,1000192,왕산로33길,203729,453614,11230,11230545,201810
475,A,골목상권,1000193,왕산로43길,204275,453938,11230,11230705,201810
476,A,골목상권,1000346,한천로109길,203707,458652,11305,11305606,201810
477,A,골목상권,1000335,솔매로41길,201997,458580,11305,11305535,201810
478,A,골목상권,1000336,솔매로45길,202131,458754,11305,11305535,201810
479,A,골목상권,1000337,솔매로50길,202495,458282,11305,11305545,201810
480,A,골목상권,1000303,종암로24가길,203140,455623,11290,11290705,201810
481,A,골목상권,1000304,종암로5길,203019,454873,11290,11290705,201810
482,A,골목상권,1000305,지봉로20길,201697,453727,11290,11290610,201810
483,A,골목상권,1000309,화랑로13길,203678,456195,11290,11290725,201810
484,A,골목상권,1000311,화랑로19길,204416,456562,11290,11290770,201810
485,A,골목상권,1000312,화랑로1길,202972,456141,11290,11290715,201810
486,A,골목상권,1000041,장충단로8길,200741,451402,11140,11140580,201810
487,A,골목상권,1000042,청구로17길,201034,451013,11140,11140625,201810
488,A,골목상권,1000043,청구로1길,201360,450951,11140,11140645,201810
489,A,골목상권,1000310,화랑로14길,203729,455749,11290,11290725,201810
490,A,골목상권,1000389,가좌로7길,192862,453934,11380,11380600,201810
491,A,골목상권,1000390,갈현로1길,191901,455542,11380,11380631,201810
492,A,골목상권,1000352,노해로60길,203002,461043,11320,11320680,201810
493,A,골목상권,1000353,노해로63다길,204014,461657,11320,11320515,201810
494,A,골목상권,1000529,목동중앙서로7길,188084,448328,11470,11470540,201810
495,A,골목상권,1000530,목동중앙서로8가길,188068,447995,11470,11470540,201810
496,A,골목상권,1000531,신목로2길,189014,446703,11470,11470630,201810
497,A,골목상권,1000118,왕십리로26길,202889,451635,11200,11200535,201810
498,A,골목상권,1000095,마조로16길,203961,451778,11200,11200540,201810
499,A,골목상권,1000096,마조로1길,203530,451337,11200,11200550,201810
500,A,골목상권,1000097,매봉길,201211,449778,11200,11200645,201810
501,A,골목상권,1000098,무수막길,201844,450369,11200,11200615,201810
502,A,골목상권,1000099,무학로6길,202959,451797,11200,11200535,201810
503,A,골목상권,1000100,무학봉28길,202825,451396,11200,11200520,201810
504,A,골목상권,1000101,무학봉길,202542,451232,11200,11200520,201810
505,A,골목상권,1000678,시흥대로62가길,191516,439656,11545,11545670,201810
506,A,골목상권,1000679,시흥대로63길,190993,439529,11545,11545670,201810
507,A,골목상권,1000714,신길로17길,191729,444251,11560,11560670,201810
508,A,골목상권,1000715,신길로39길,191864,445355,11560,11560650,201810
509,A,골목상권,1000716,신길로42가길,192439,445537,11560,11560630,201810
510,A,골목상권,1000717,신길로42길,192317,445241,11560,11560660,201810
511,A,골목상권,1000808,법원단지9길,193119,441729,11620,11620775,201810
512,A,골목상권,1000812,봉천로33길,195052,442764,11620,11620605,201810
513,A,골목상권,1000813,서림7길,194723,441441,11620,11620665,201810
514,A,골목상권,1000814,승방길,198228,441524,11620,11620630,201810
515,A,골목상권,1000928,선릉로18길,205444,442663,11680,11680670,201810
516,A,골목상권,1000929,압구정로2길,201728,446846,11680,11680510,201810
517,A,골목상권,1000930,언주로81길,203657,444381,11680,11680650,201810
518,A,골목상권,1000499,월드컵로16길,192138,450868,11440,11440660,201810
519,A,골목상권,1000867,사평대로26길,199919,444457,11650,11650581,201810
520,A,골목상권,1000868,사평대로57길,201876,445325,11650,11650560,201810
521,A,골목상권,1000869,서초대로15길,199030,443314,11650,11650621,201810
522,A,골목상권,1000552,가로공원로76가길,185909,448257,11500,11500540,201810
523,A,골목상권,1000553,가로공원로80길,185846,448560,11500,11500540,201810
524,A,골목상권,1000624,고척로52길,187266,444683,11530,11530720,201810
525,A,골목상권,1000006,북촌로11길,198602,453529,11110,11110600,201810
526,A,골목상권,1000007,북촌로5길,198383,453422,11110,11110540,201810
527,A,골목상권,1000137,능동로13길,206086,449515,11215,11215710,201810
528,A,골목상권,1000138,능동로19길,206369,449653,11215,11215710,201810
529,A,골목상권,1000139,능동로34길,207316,450510,11215,11215780,201810
530,A,골목상권,1000231,동일로123길,206965,455458,11260,11260610,201810
531,A,골목상권,1000831,조원중앙로2길,191933,442499,11620,11620725,201810
532,A,골목상권,1000832,중앙길,195647,442864,11620,11620615,201810
533,A,골목상권,1000833,청룡8길,194960,442335,11620,11620595,201810
534,A,골목상권,1000809,법원단지길,192885,441644,11620,11620775,201810
535,A,골목상권,1000810,복은길,194616,441668,11620,11620665,201810
536,A,골목상권,1000855,동광로39길,199980,444218,11650,11650581,201810
537,A,골목상권,1000856,동산로10길,204021,441216,11650,11650652,201810
538,A,골목상권,1000857,동산로19길,204097,441586,11650,11650652,201810
539,A,골목상권,1000858,방배천로4안길,198534,442403,11650,11650610,201810
540,A,골목상권,1000859,마방로2길,203516,441384,11650,11650652,201810
541,A,골목상권,1000549,지양로7길,185169,446879,11470,11470611,201810
542,A,골목상권,1000500,월드컵로19길,191895,450786,11440,11440690,201810
543,A,골목상권,1000576,공항대로55길,187636,450546,11500,11500520,201810
544,A,골목상권,1000577,공항대로59길,187993,450371,11500,11500520,201810
545,A,골목상권,1000674,시흥대로150길,191260,441898,11545,11545630,201810
546,A,골목상권,1000675,시흥대로153길,190698,441839,11545,11545510,201810
547,A,골목상권,1000676,시흥대로22길,191610,437964,11545,11545690,201810
548,A,골목상권,1000677,시흥대로36길,191609,438262,11545,11545690,201810
549,A,골목상권,1000821,신림로65길,193516,442877,11620,11620695,201810
550,A,골목상권,1000008,북촌로5나길,198500,454026,11110,11110540,201810
551,A,골목상권,1000009,삼청로5길,198284,453968,11110,11110540,201810
552,A,골목상권,1000762,서달로10길,196733,444897,11590,11590605,201810
553,A,골목상권,1000763,서달로14길,196881,445277,11590,11590605,201810
554,A,골목상권,1000764,서달로15길,196677,445447,11590,11590605,201810
555,A,골목상권,1000765,서달로8가길,196640,445137,11590,11590605,201810
556,A,골목상권,1000326,도봉로99길,202431,460456,11305,11305630,201810
557,A,골목상권,1000327,삼각산로28길,201827,459865,11305,11305630,201810
558,A,골목상권,1000037,동호로20길,200833,451152,11140,11140580,201810
559,A,골목상권,1000038,동호로8길,201078,450480,11140,11140635,201810
560,A,골목상권,1000109,성수이로7길,204848,449183,11200,11200690,201810
561,A,골목상권,1000110,성수일로6길,204696,449444,11200,11200690,201810
562,A,골목상권,1000175,답십리로64길,205808,452260,11230,11230650,201810
563,A,골목상권,1000088,고산자로6길,203182,450886,11200,11200560,201810
564,A,골목상권,1000089,금호산2길,202061,450008,11200,11200615,201810
565,A,골목상권,1000724,여의대방로43나길,192985,445284,11560,11560690,201810
566,A,골목상권,1000815,신림동길,193468,443054,11620,11620695,201810
567,A,골목상권,1000986,양재대로101길,211982,448189,11740,11740660,201810
568,A,골목상권,1000987,양재대로116길,212534,448842,11740,11740685,201810
569,A,골목상권,1000988,양재대로124길,212784,449174,11740,11740685,201810
570,A,골목상권,1000989,양재대로133길,212468,449850,11740,11740600,201810
571,A,골목상권,1000937,학동로56길,203779,446235,11680,11680590,201810
572,A,골목상권,1000991,양재대로95길,211915,447906,11740,11740660,201810
573,A,골목상권,1000992,양재대로96길,212357,447783,11740,11740700,201810
574,A,골목상권,1000993,올림픽로48길,210834,447700,11740,11740640,201810
575,A,골목상권,1000994,올림픽로71길,210711,449051,11740,11740610,201810
576,A,골목상권,1000995,올림픽로77길,210884,449306,11740,11740610,201810
577,A,골목상권,1000996,올림픽로78길,211142,449233,11740,11740610,201810
578,A,골목상권,1000997,올림픽로80길,211421,449239,11740,11740610,201810
579,A,골목상권,1000328,삼양로20길,202084,457187,11305,11305555,201810
580,A,골목상권,1000313,화랑로32길,205232,456342,11290,11290810,201810
581,A,골목상권,1000314,화랑로40길,205555,457055,11290,11290810,201810
582,A,골목상권,1000382,상계로12길,206186,461820,11350,11350640,201810
583,A,골목상권,1000383,상계로1길,205491,462106,11350,11350640,201810
584,A,골목상권,1000094,마장로39길,203915,452058,11200,11200540,201810
585,A,골목상권,1000167,천호대로129길,208103,450391,11215,11215860,201810
586,A,골목상권,1000774,여의대방로46길,193589,445833,11590,11590660,201810
587,A,골목상권,1000238,동일로163길,206621,456804,11260,11260630,201810
588,A,골목상권,1000239,망우로68길,208937,455358,11260,11260655,201810
589,A,골목상권,1000240,망우로73길,209071,455865,11260,11260655,201810
590,A,골목상권,1000241,면목로21길,207275,452549,11260,11260540,201810
591,A,골목상권,1000242,면목로33길,207345,452933,11260,11260540,201810
592,A,골목상권,1000243,면목로45길,207643,453563,11260,11260575,201810
593,A,골목상권,1000247,면목로56길,207985,453857,11260,11260565,201810
594,A,골목상권,1000990,양재대로91길,211750,447653,11740,11740660,201810
595,A,골목상권,1000563,강서로5가길,186445,447739,11500,11500540,201810
596,A,골목상권,1000846,강남대로8길,203806,441012,11650,11650652,201810
597,A,골목상권,1000647,부일로1길,184095,443791,11530,11530790,201810
598,A,골목상권,1000648,새말로18길,190502,445012,11530,11530560,201810
599,A,골목상권,1000649,신도림로13길,189400,445624,11530,11530510,201810
600,A,골목상권,1000650,오류로8길,186281,443760,11530,11530780,201810
601,A,골목상권,1000998,올림픽로98길,211587,450183,11740,11740570,201810
602,A,골목상권,1000653,중앙로1길,187879,444308,11530,11530720,201810
603,A,골목상권,1000752,사당로26길,198058,442393,11590,11590620,201810
604,A,골목상권,1000680,시흥대로68길,191253,439818,11545,11545670,201810
605,A,골목상권,1000829,조원로10길,191480,442560,11620,11620725,201810
606,A,골목상권,1000519,목동동로12길,188812,447108,11470,11470510,201810
607,A,골목상권,1000520,목동동로8길,188660,446396,11470,11470630,201810
608,A,골목상권,1000521,목동로19길,187757,447293,11470,11470650,201810
609,A,골목상권,1000140,능동로3길,205811,448311,11215,11215847,201810
610,A,골목상권,1000141,능동로4길,206166,448088,11215,11215840,201810
611,A,골목상권,1000142,동일로18길,205749,448886,11215,11215847,201810
612,A,골목상권,1000143,동일로24길,205897,449318,11215,11215710,201810
613,A,골목상권,1000144,뚝섬로23길,205870,448631,11215,11215840,201810
614,A,골목상권,1000732,영신로9길,191778,445892,11560,11560515,201810
615,A,골목상권,1000554,강서로15길,186039,448054,11500,11500540,201810
616,A,골목상권,1000555,강서로17가길,186179,448356,11500,11500540,201810
617,A,골목상권,1000556,강서로18길,186654,448395,11500,11500593,201810
618,A,골목상권,1000216,한천로40길,206174,453115,11230,11230660,201810
619,A,골목상권,1000168,경희대로3길,204476,454763,11230,11230710,201810
620,A,골목상권,1000169,경희대로4길,204769,454783,11230,11230710,201810
621,A,골목상권,1000170,난계로30길,202263,452574,11230,11230536,201810
622,A,골목상권,1000022,창신2길,200890,452689,11110,11110680,201810
623,A,골목상권,1000651,우마길,190125,442624,11530,11530595,201810
624,A,골목상권,1000616,개봉로3길,187076,442937,11530,11530760,201810
625,A,골목상권,1000518,목동남로4길,188207,445482,11470,11470680,201810
626,A,골목상권,1000492,양화로1길,192015,450119,11440,11440680,201810
627,A,골목상권,1000493,양화진길,192275,449768,11440,11440680,201810
628,A,골목상권,1000494,와우산로29가길,193621,450522,11440,11440660,201810
629,A,골목상권,1000495,와우산로29길,193732,450679,11440,11440660,201810
630,A,골목상권,1000496,와우산로3길,193006,449628,11440,11440655,201810
631,A,골목상권,1000729,영등포로62길,192544,446278,11560,11560515,201810
632,A,골목상권,1000501,월드컵로25길,191300,450899,11440,11440700,201810
633,A,골목상권,1000502,월드컵로36길,191667,451923,11440,11440730,201810
634,A,골목상권,1000503,월드컵로7길,192062,450358,11440,11440680,201810
635,A,골목상권,1000504,월드컵로8길,192461,450460,11440,11440660,201810
636,A,골목상권,1000688,당산로31길,190718,447453,11560,11560550,201810
637,A,골목상권,1000689,당산로37길,190950,447834,11560,11560560,201810
638,A,골목상권,1000830,조원로18길,192293,442591,11620,11620725,201810
639,A,골목상권,1000062,우사단로10길,200057,448033,11170,11170700,201810
640,A,골목상권,1000063,우사단로14길,199856,448248,11170,11170685,201810
641,A,골목상권,1000028,난계로11길,201972,451907,11140,11140670,201810
642,A,골목상권,1000029,난계로21길,201997,452200,11140,11140670,201810
643,A,골목상권,1000766,성대로1길,194174,444638,11590,11590560,201810
644,A,골목상권,1000870,서초대로23길,199192,443413,11650,11650621,201810
645,A,골목상권,1000245,면목로49길,207627,453701,11260,11260575,201810
646,A,골목상권,1000626,구로동로15길,189612,443201,11530,11530530,201810
647,A,골목상권,1000627,구로동로28길,190141,443588,11530,11530530,201810
648,A,골목상권,1000628,구로동로38길,189767,443943,11530,11530530,201810
649,A,골목상권,1000629,구로동로41길,189508,443868,11530,11530530,201810
650,A,골목상권,1000630,구로동로42길,189734,444240,11530,11530530,201810
651,A,골목상권,1000871,서초대로25길,199383,443402,11650,11650621,201810
652,A,골목상권,1000841,양지길,193876,441289,11620,11620745,201810
653,A,골목상권,1000497,월드컵로10길,192303,450668,11440,11440660,201810
654,A,골목상권,1000498,월드컵로11길,191900,450553,11440,11440690,201810
655,A,골목상권,1000581,국회대로7길,187469,447855,11500,11500550,201810
656,A,골목상권,1000816,신림로11길,194627,440843,11620,11620735,201810
657,A,골목상권,1000817,신림로28길,194304,441486,11620,11620665,201810
658,A,골목상권,1000818,신림로38길,194573,441829,11620,11620665,201810
659,A,골목상권,1000819,신림로48길,194148,442166,11620,11620645,201810
660,A,골목상권,1000780,관악로10길,195952,441919,11620,11620585,201810
661,A,골목상권,1000781,관악로14길,195965,442143,11620,11620585,201810
662,A,골목상권,1000938,학동로6길,202349,445729,11680,11680521,201810
663,A,골목상권,1000939,학동로77길,204254,446759,11680,11680565,201810
664,A,골목상권,1000613,개봉로20길,187593,443705,11530,11530750,201810
665,A,골목상권,1000614,개봉로23가길,187529,444037,11530,11530740,201810
666,A,골목상권,1000615,개봉로2길,187429,443302,11530,11530760,201810
667,A,골목상권,1000533,신목로6길,188924,446838,11470,11470630,201810
668,A,골목상권,1000534,신월로15길,185950,446745,11470,11470590,201810
669,A,골목상권,1000625,공원로6가길,190286,444929,11530,11530560,201810
670,A,골목상권,1000034,동호로10길,201166,450793,11140,11140645,201810
671,A,골목상권,1000035,동호로11길,200613,450258,11140,11140625,201810
672,A,골목상권,1000036,동호로15길,200727,450657,11140,11140625,201810
673,A,골목상권,1000384,상계로9가길,206059,462212,11350,11350640,201810
674,A,골목상권,1000217,한천로46길,206292,453583,11230,11230660,201810
675,A,골목상권,1000218,휘경로14길,205606,454875,11230,11230720,201810
676,A,골목상권,1000219,휘경로23길,205848,455272,11230,11230740,201810
677,A,골목상권,1000220,휘경로2길,205344,455062,11230,11230740,201810
678,A,골목상권,1000361,도봉로143길,203467,462516,11320,11320690,201810
679,A,골목상권,1000362,도봉로147길,203596,462777,11320,11320690,201810
680,A,골목상권,1000834,청룡길,195274,442365,11620,11620595,201810
681,A,골목상권,1000820,신림로64길,194070,442898,11620,11620695,201810
682,A,골목상권,1000483,성미산로32길,193225,451504,11440,11440710,201810
683,A,골목상권,1000484,성산로4길,191899,451569,11440,11440720,201810
684,A,골목상권,1000847,고무래로8길,200926,444577,11650,11650581,201810
685,A,골목상권,1000848,남부순환로317길,200974,442489,11650,11650530,201810
686,A,골목상권,1000849,남부순환로325길,201200,442603,11650,11650530,201810
687,A,골목상권,1000850,남부순환로339길,201888,442763,11650,11650510,201810
688,A,골목상권,1000851,논현로1길,204296,441348,11650,11650652,201810
689,A,골목상권,1001004,천호대로170길,211664,448173,11740,11740650,201810
690,A,골목상권,1001005,천호대로187길,212591,448407,11740,11740685,201810
691,A,골목상권,1000424,증산로17길,192125,454566,11380,11380632,201810
692,A,골목상권,1000391,갈현로33길,192397,457977,11380,11380552,201810
693,A,골목상권,1000392,갈현로41길,192480,458407,11380,11380551,201810
694,A,골목상권,1000385,석계로1길,205539,457424,11350,11350560,201810
695,A,골목상권,1000386,한글비석로22길,206574,462311,11350,11350624,201810
696,A,골목상권,1000621,고척로21나길,186223,444769,11530,11530740,201810
697,A,골목상권,1000622,고척로27길,186394,445057,11530,11530740,201810
698,A,골목상권,1000623,고척로27다길,186602,445098,11530,11530730,201810
699,A,골목상권,1000862,방배로18길,199683,442936,11650,11650600,201810
700,A,골목상권,1000246,면목로55길,207602,453872,11260,11260565,201810
701,A,골목상권,1000023,창신5길,201066,452759,11110,11110680,201810
702,A,골목상권,1000024,창신길,200908,452963,11110,11110680,201810
703,A,골목상권,1000146,뚝섬로48길,206766,447971,11215,11215830,201810
704,A,골목상권,1000147,뚝섬로54길,207123,447767,11215,11215830,201810
705,A,골목상권,1000148,뚝섬로58길,207454,447905,11215,11215830,201810
706,A,골목상권,1000149,뚝섬로64길,207752,448054,11215,11215830,201810
707,A,골목상권,1000244,면목로48길,208083,453648,11260,11260575,201810
708,A,골목상권,1000542,중앙로25길,186939,446330,11470,11470640,201810
709,A,골목상권,1000802,남현3길,198090,441787,11620,11620630,201810
710,A,골목상권,1000617,경인로15길,185693,444073,11530,11530770,201810
711,A,골목상권,1000618,경인로31길,186739,444580,11530,11530740,201810
712,A,골목상권,1000725,여의대방로61길,193198,446166,11560,11560630,201810
713,A,골목상권,1000726,영등포로25길,190924,447024,11560,11560550,201810
714,A,골목상권,1000727,영등포로27길,191114,446969,11560,11560550,201810
715,A,골목상권,1000728,영등포로35길,191411,446916,11560,11560535,201810
716,A,골목상권,1000019,종로65길,201735,452935,11110,11110710,201810
717,A,골목상권,1000020,지봉로8길,201461,452985,11110,11110700,201810
718,A,골목상권,1000021,창경궁로35길,200110,454168,11110,11110650,201810
719,A,골목상권,1000414,은평로20길,194148,455532,11380,11380580,201810
720,A,골목상권,1000415,은평로3길,192459,455648,11380,11380625,201810
721,A,골목상권,1000033,다산로39길,201208,451641,11140,11140615,201810
722,A,골목상권,1000561,강서로47길,185124,450417,11500,11500611,201810
723,A,골목상권,1000562,강서로47라길,185242,450212,11500,11500611,201810
724,A,골목상권,1000837,행운길,196484,442259,11620,11620575,201810
725,A,골목상권,1000838,호암로20길,194185,440948,11620,11620735,201810
726,A,골목상권,1000839,호암로24길,194276,441181,11620,11620735,201810
727,A,골목상권,1000731,영등포로84길,193107,445796,11560,11560630,201810
728,A,골목상권,1000822,신사로20길,192708,443172,11620,11620685,201810
729,A,골목상권,1000823,신원로3길,193543,442419,11620,11620655,201810
730,A,골목상권,1000824,양녕로6길,195519,442702,11620,11620615,201810
731,A,골목상권,1000825,은천로25길,195491,443142,11620,11620565,201810
732,A,골목상권,1000826,인헌길,197121,441367,11620,11620625,201810
733,A,골목상권,1000827,장군봉1길,194901,442500,11620,11620595,201810
734,A,골목상권,1000828,장군봉2길,194590,442583,11620,11620595,201810
735,A,골목상권,1000947,백제고분로33길,208823,445066,11710,11710600,201810
736,A,골목상권,1000948,백제고분로34길,208791,444617,11710,11710600,201810
737,A,골목상권,1000582,까치산로4길,186351,449042,11500,11500590,201810
738,A,골목상권,1000583,남부순환로11길,183601,450725,11500,11500620,201810
739,A,골목상권,1000683,가마산로61길,191593,445250,11560,11560650,201810
740,A,골목상권,1000684,경인로77길,190585,445954,11560,11560605,201810
741,A,골목상권,1000685,경인로80길,190722,445774,11560,11560605,201810
742,A,골목상권,1000686,경인로90길,191288,446071,11560,11560605,201810
743,A,골목상권,1000399,연서로11길,192313,456478,11380,11380560,201810
744,A,골목상권,1000400,연서로13길,192384,456758,11380,11380560,201810
745,A,골목상권,1000401,연서로16길,192763,456583,11380,11380625,201810
746,A,골목상권,1000619,경인로35길,187016,444481,11530,11530740,201810
747,A,골목상권,1000620,경인로47길,188099,444644,11530,11530720,201810
748,A,골목상권,1000283,솔샘로6길,200578,456643,11290,11290640,201810
749,A,골목상권,1000284,아리랑로4길,201562,455084,11290,11290575,201810
750,A,골목상권,1000030,다산로33길,201090,451445,11140,11140615,201810
751,A,골목상권,1000031,다산로36길,201720,451301,11140,11140665,201810
752,A,골목상권,1000032,다산로38길,201496,451452,11140,11140665,201810
753,A,골목상권,1000080,한강대로52길,197540,448011,11170,11170625,201810
754,A,골목상권,1000081,한강대로62길,197687,448257,11170,11170625,201810
755,A,골목상권,1000082,한강대로7길,196586,447224,11170,11170625,201810
756,A,골목상권,1000083,한강대로88길,197597,449480,11170,11170530,201810
757,A,골목상권,1000084,한남대로20길,200766,448378,11170,11170685,201810
758,A,골목상권,1000478,모래내로7길,192124,452067,11440,11440730,201810
759,A,골목상권,1000479,방울내로9안길,191229,451254,11440,11440700,201810
760,A,골목상권,1000480,백범로16길,195076,449613,11440,11440600,201810
761,A,골목상권,1000481,성미산로11길,192589,451496,11440,11440720,201810
762,A,골목상권,1000482,성미산로1길,191824,451217,11440,11440720,201810
763,A,골목상권,1000911,도산대로89길,204550,447432,11680,11680565,201810
764,A,골목상권,1000584,등촌로13길,187668,448544,11500,11500570,201810
765,A,골목상권,1000687,국회대로56길,192063,446983,11560,11560535,201810
766,A,골목상권,1000746,만양로8길,195262,445546,11590,11590510,201810
767,A,골목상권,1001000,진황도로47길,212452,448612,11740,11740685,201810
768,A,골목상권,1001001,천중로39길,212368,449352,11740,11740600,201810
769,A,골목상권,1001002,천중로51길,212791,449472,11740,11740530,201810
770,A,골목상권,1001003,천호대로162길,211332,448445,11740,11740650,201810
771,A,골목상권,1000690,당산로38길,191113,447676,11560,11560560,201810
772,A,골목상권,1000285,안암로5길,202061,453623,11290,11290600,201810
773,A,골목상권,1000286,오패산로19길,202984,456684,11290,11290715,201810
774,A,골목상권,1000559,강서로45길,185385,449808,11500,11500560,201810
775,A,골목상권,1000560,강서로45다길,185417,449519,11500,11500560,201810
